object_name,sector,level,service_scale,process_criticality,num_users,num_territories,predicted_financial_damage,recovery_time_hours,critical_processes_count,integrations_count,personal_data_subjects,affected_employees,continuous_operation,uses_automated_control_system,provides_gov_services,life_health_impact,ecological_impact,defense_impact,public_order_impact,transport_impact,communication_impact,sensitive_info,category_level
Платформа хранения #627,Банковская сфера,Федеральный,Вся страна,Высокая,740595,73,2269659,24.0,17,26,172544,1232,True,False,False,False,False,False,False,False,False,True,2
АСУ ТП передачи #628,Государственное управление,Федеральный,Несколько муниципалитетов,Средняя,550628,1,1207322,168.0,10,19,81346,2965,False,True,True,False,False,True,True,True,False,True,3
Портал аналитики #629,Топливная промышленность,Муниципальный,Несколько муниципалитетов,Критическая,15202,3,584663340,0.5,6,9,20375,2046,True,True,False,True,True,False,True,False,False,False,3
Портал аналитики #630,Наука,Муниципальный,Один город,Низкая,27065,3,210855,48.0,6,16,19677,593,False,False,False,False,False,False,False,False,False,False,0
Платформа аналитики #631,Государственное управление,Региональный,Федеральный округ,Средняя,152563,20,25759611,168.0,7,8,38363,2036,False,False,True,False,False,True,True,False,False,True,3
ИС обработки #632,Оборонная промышленность,Муниципальный,Один город,Высокая,8892,3,197813790,12.0,6,9,5886,1150,True,False,False,False,False,True,True,False,False,True,2
Портал мониторинга #633,Наука,Федеральный,Федеральный округ,Средняя,748503,27,6427718,168.0,9,28,716324,2240,True,False,False,False,False,False,False,False,False,False,2
ИС управления #634,Здравоохранение,Федеральный,Один город,Высокая,142069,2,1284590304,24.0,19,14,71744,4110,True,False,False,True,False,False,False,False,False,False,3
Портал управления #635,Транспорт,Федеральный,Субъект РФ,Средняя,1244367,4,1539474,48.0,3,16,1026790,867,False,True,False,True,False,False,True,True,False,False,3
Портал передачи #636,Топливная промышленность,Региональный,Вся страна,Высокая,118809,77,16294949,8.0,10,22,28660,1823,True,True,False,False,True,False,False,False,False,False,2
АСУ ТП мониторинга #637,Энергетика,Объектовый,Вся страна,Высокая,1420,70,27215777,24.0,3,2,891,661,True,True,False,False,True,False,False,False,False,False,1
Портал хранения #638,Здравоохранение,Муниципальный,Федеральный округ,Высокая,66171,25,39507315,4.0,8,14,10137,1262,True,False,False,True,False,False,False,False,False,False,3
АСУ ТП обработки #639,Связь,Объектовый,Вся страна,Низкая,389,54,39079,24.0,3,4,542,1378,False,True,False,False,False,False,False,False,True,False,1
АСУ ТП мониторинга #640,Связь,Региональный,Федеральный округ,Низкая,438855,18,541868,48.0,7,1,463198,313,False,True,True,False,False,False,False,False,True,True,2
Система управления #641,Наука,Муниципальный,Вся страна,Средняя,85286,85,1837124,72.0,5,8,126978,210,True,False,False,False,True,False,True,True,False,False,1
АСУ ТП обработки #642,Наука,Объектовый,Субъект РФ,Средняя,2757,1,7646478,168.0,3,1,3968,287,False,False,False,False,False,False,False,False,True,False,0
ИС мониторинга #643,Транспорт,Муниципальный,Федеральный округ,Критическая,74226,29,74963398,0.5,6,5,58114,3001,True,True,False,True,False,False,True,True,False,False,3
Система мониторинга #644,Оборонная промышленность,Региональный,Субъект РФ,Низкая,135698,5,797662,168.0,3,13,182883,1472,False,False,False,False,False,True,False,False,False,False,2
Платформа передачи #645,Топливная промышленность,Региональный,Один город,Средняя,206956,2,1455495,24.0,2,7,23101,4144,False,True,False,False,True,False,True,False,False,False,1
Система аналитики #646,Связь,Федеральный,Федеральный округ,Средняя,169789,10,2197367,168.0,14,12,214472,1597,False,False,False,False,False,False,False,False,True,False,1
Сервис обработки #647,Транспорт,Объектовый,Субъект РФ,Средняя,406,9,4461032,48.0,1,2,501,882,True,True,False,True,False,False,True,True,False,False,2
Система передачи #648,Топливная промышленность,Муниципальный,Федеральный округ,Низкая,21788,22,196406,72.0,2,4,10866,2354,False,True,True,False,True,False,False,False,False,True,2
